,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
MAP3K20,ENSG00000091436,Gene Expression,GRCh38,False,411,0.08994391,0.08612624,91.76682692307693,449.0,6.1092477,335
CDCA7,ENSG00000144354,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,14
SP3,ENSG00000172845,Gene Expression,GRCh38,False,847,0.19891827,0.1814197,83.03285256410257,993.0,6.901737,689
OLA1,ENSG00000138430,Gene Expression,GRCh38,False,2167,0.65865386,0.50600636,56.59054487179487,3288.0,8.098339,1722
CIR1,ENSG00000138433,Gene Expression,GRCh38,False,845,0.19330929,0.17673036,83.07291666666666,965.0,6.8731637,668
SCRN3,ENSG00000144306,Gene Expression,GRCh38,False,243,0.052083332,0.050772324,95.13221153846155,260.0,5.5645204,207
GPR155,ENSG00000163328,Gene Expression,GRCh38,False,1108,0.2648237,0.23493275,77.80448717948718,1322.0,7.1876574,881
AC010894.2,ENSG00000226853,Gene Expression,GRCh38,False,43,0.008613782,0.008576895,99.1386217948718,43.0,3.7841897,39
WIPF1,ENSG00000115935,Gene Expression,GRCh38,False,164,0.034655448,0.034068473,96.71474358974359,173.0,5.159055,130
CHN1,ENSG00000128656,Gene Expression,GRCh38,False,2519,0.9821715,0.68419296,49.53926282051282,4903.0,8.497807,2017
ATF2,ENSG00000115966,Gene Expression,GRCh38,False,1438,0.37159455,0.31597397,71.19391025641026,1855.0,7.526179,1153
ATP5MC3,ENSG00000154518,Gene Expression,GRCh38,False,3957,3.0384614,1.3958638,20.733173076923073,15168.0,9.627009,2887
LNPK,ENSG00000144320,Gene Expression,GRCh38,False,713,0.1610577,0.14933139,85.71714743589743,804.0,6.690842,582
HAGLR,ENSG00000224189,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,17
HOXD1,ENSG00000128645,Gene Expression,GRCh38,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887,10
MTX2,ENSG00000128654,Gene Expression,GRCh38,False,1071,0.26081732,0.23176017,78.54567307692308,1302.0,7.172425,878
AC074286.1,ENSG00000236501,Gene Expression,GRCh38,False,27,0.005809295,0.005792486,99.45913461538461,29.0,3.4011974,23
HNRNPA3,ENSG00000170144,Gene Expression,GRCh38,False,3379,1.448718,0.8955646,32.31169871794872,7232.0,8.886409,2448
NFE2L2,ENSG00000116044,Gene Expression,GRCh38,False,822,0.18870193,0.17286189,83.53365384615384,942.0,6.8490663,673
AC019080.1,ENSG00000213963,Gene Expression,GRCh38,False,67,0.013421474,0.013332204,98.65785256410257,67.0,4.2195077,56
AC019080.6,ENSG00000280374,Gene Expression,GRCh38,False,26,0.0052083335,0.005194817,99.47916666666666,26.0,3.295837,23
AGPS,ENSG00000018510,Gene Expression,GRCh38,False,599,0.13120994,0.123287804,88.00080128205127,655.0,6.4861608,481
TTC30B,ENSG00000196659,Gene Expression,GRCh38,False,44,0.009014423,0.008974035,99.11858974358975,45.0,3.8286414,42
TTC30A,ENSG00000197557,Gene Expression,GRCh38,False,99,0.020232372,0.020030417,98.01682692307693,101.0,4.624973,84
RBM45,ENSG00000155636,Gene Expression,GRCh38,False,235,0.050480768,0.049247935,95.29246794871796,252.0,5.5333896,192
OSBPL6,ENSG00000079156,Gene Expression,GRCh38,False,893,0.2109375,0.19139485,82.1113782051282,1053.0,6.9603477,721
CHROMR,ENSG00000223960,Gene Expression,GRCh38,False,292,0.061298076,0.05949276,94.15064102564102,306.0,5.7268476,217
PRKRA,ENSG00000180228,Gene Expression,GRCh38,False,1320,0.32852563,0.28406978,73.5576923076923,1640.0,7.403061,1051
PJVK,ENSG00000204311,Gene Expression,GRCh38,False,106,0.021434294,0.02120781,97.87660256410257,107.0,4.6821313,82
FKBP7,ENSG00000079150,Gene Expression,GRCh38,False,147,0.03185096,0.031354237,97.05528846153845,159.0,5.075174,123
PLEKHA3,ENSG00000116095,Gene Expression,GRCh38,False,1115,0.27283654,0.2412479,77.66426282051282,1362.0,7.2174435,897
TTN-AS1,ENSG00000237298,Gene Expression,GRCh38,False,62,0.012620192,0.012541221,98.75801282051282,63.0,4.158883,50
TTN,ENSG00000155657,Gene Expression,GRCh38,False,22,0.004607372,0.0045967908,99.55929487179486,23.0,3.1780539,18
SESTD1,ENSG00000187231,Gene Expression,GRCh38,False,940,0.21454327,0.1943681,81.1698717948718,1071.0,6.9772816,735
ZNF385B,ENSG00000144331,Gene Expression,GRCh38,False,835,0.19471154,0.17790477,83.27323717948718,972.0,6.880384,664
CWC22,ENSG00000163510,Gene Expression,GRCh38,False,376,0.078325324,0.07540921,92.46794871794873,391.0,5.971262,286
UBE2E3,ENSG00000170035,Gene Expression,GRCh38,False,2475,0.84294873,0.61136687,50.42067307692308,4208.0,8.34498,1916
AC068196.1,ENSG00000238171,Gene Expression,GRCh38,False,21,0.004206731,0.0041979076,99.57932692307693,21.0,3.0910425,10
ITGA4,ENSG00000115232,Gene Expression,GRCh38,False,18,0.0036057692,0.003599284,99.63942307692307,18.0,2.944439,14
CERKL,ENSG00000188452,Gene Expression,GRCh38,False,179,0.037459936,0.036775358,96.41426282051282,187.0,5.236442,145
NEUROD1,ENSG00000162992,Gene Expression,GRCh38,False,3264,1.4196714,0.88363177,34.61538461538461,7087.0,8.8661585,2357
ITPRID2,ENSG00000138434,Gene Expression,GRCh38,False,2318,0.69611377,0.5283396,53.56570512820513,3475.0,8.153638,1706
PPP1R1C,ENSG00000150722,Gene Expression,GRCh38,False,115,0.023036858,0.022775516,97.6963141025641,115.0,4.75359,92
PDE1A,ENSG00000115252,Gene Expression,GRCh38,False,1553,0.41566506,0.34759942,68.89022435897436,2075.0,7.6381984,1199
DNAJC10,ENSG00000077232,Gene Expression,GRCh38,False,936,0.21113782,0.19156027,81.25,1054.0,6.961296,735
FRZB,ENSG00000162998,Gene Expression,GRCh38,False,263,0.058693912,0.05703599,94.73157051282051,293.0,5.68358,197
NCKAP1,ENSG00000061676,Gene Expression,GRCh38,False,2855,1.0653045,0.72527766,42.80849358974359,5318.0,8.579041,2231
DUSP19,ENSG00000162999,Gene Expression,GRCh38,False,33,0.006610577,0.006588823,99.3389423076923,33.0,3.5263605,26
NUP35,ENSG00000163002,Gene Expression,GRCh38,False,285,0.059895832,0.05817063,94.29086538461539,299.0,5.7037826,237
AC021851.1,ENSG00000272800,Gene Expression,GRCh38,False,69,0.013822115,0.013727461,98.61778846153845,69.0,4.248495,48
AC096667.1,ENSG00000283839,Gene Expression,GRCh38,False,207,0.043469552,0.042551268,95.85336538461539,217.0,5.3844953,158
ZNF804A,ENSG00000170396,Gene Expression,GRCh38,False,161,0.034054488,0.033487473,96.77483974358975,170.0,5.1416636,131
LINC01473,ENSG00000237877,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,12
ZC3H15,ENSG00000065548,Gene Expression,GRCh38,False,1482,0.40304488,0.3386448,70.3125,2012.0,7.6073813,1220
ITGAV,ENSG00000138448,Gene Expression,GRCh38,False,2323,0.8062901,0.5912751,53.46554487179487,4025.0,8.300529,1875
FAM171B,ENSG00000144369,Gene Expression,GRCh38,False,1246,0.30929488,0.26948872,75.0400641025641,1544.0,7.342779,1032
CALCRL,ENSG00000064989,Gene Expression,GRCh38,False,401,0.092347756,0.088329285,91.96714743589743,461.0,6.135565,370
TFPI,ENSG00000003436,Gene Expression,GRCh38,False,118,0.024839744,0.024536254,97.63621794871796,124.0,4.828314,106
GULP1,ENSG00000144366,Gene Expression,GRCh38,False,54,0.010817308,0.0107592195,98.91826923076923,54.0,4.0073333,49
COL3A1,ENSG00000168542,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,12
COL5A2,ENSG00000204262,Gene Expression,GRCh38,False,78,0.01582532,0.015701406,98.4375,79.0,4.3820267,64
WDR75,ENSG00000115368,Gene Expression,GRCh38,False,434,0.09455128,0.09034449,91.30608974358975,472.0,6.1590953,338
SLC40A1,ENSG00000138449,Gene Expression,GRCh38,False,124,0.025841346,0.025513101,97.51602564102564,129.0,4.8675346,110
ASNSD1,ENSG00000138381,Gene Expression,GRCh38,False,948,0.22235577,0.20077996,81.00961538461539,1110.0,7.0130157,753
ANKAR,ENSG00000151687,Gene Expression,GRCh38,False,47,0.009415064,0.009371019,99.05849358974359,47.0,3.871201,38
OSGEPL1,ENSG00000128694,Gene Expression,GRCh38,False,262,0.053886216,0.05248449,94.75160256410257,269.0,5.598422,217
OSGEPL1-AS1,ENSG00000253559,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,11
AC013468.1,ENSG00000273240,Gene Expression,GRCh38,False,90,0.018429488,0.018261723,98.19711538461539,92.0,4.5325994,70
ORMDL1,ENSG00000128699,Gene Expression,GRCh38,False,1636,0.432492,0.3594156,67.2275641025641,2159.0,7.6778636,1266
PMS1,ENSG00000064933,Gene Expression,GRCh38,False,408,0.088942304,0.08520686,91.82692307692307,444.0,6.0980744,322
C2orf88,ENSG00000187699,Gene Expression,GRCh38,False,96,0.020032052,0.01983405,98.07692307692307,100.0,4.6151204,79
MSTN,ENSG00000138379,Gene Expression,GRCh38,False,88,0.018429488,0.018261723,98.23717948717949,92.0,4.5325994,74
HIBCH,ENSG00000198130,Gene Expression,GRCh38,False,580,0.12920673,0.12151538,88.38141025641025,645.0,6.4707994,457
INPP1,ENSG00000151689,Gene Expression,GRCh38,False,1361,0.33854166,0.2915807,72.7363782051282,1690.0,7.4330754,1033
MFSD6,ENSG00000151690,Gene Expression,GRCh38,False,1064,0.25761217,0.22921482,78.68589743589743,1286.0,7.160069,843
NEMP2,ENSG00000189362,Gene Expression,GRCh38,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323,17
AC108047.1,ENSG00000233654,Gene Expression,GRCh38,False,394,0.083733976,0.08041246,92.1073717948718,418.0,6.037871,298
AC006460.2,ENSG00000284052,Gene Expression,GRCh38,False,71,0.014423077,0.014320054,98.57772435897436,72.0,4.2904596,57
NAB1,ENSG00000138386,Gene Expression,GRCh38,False,1164,0.28345352,0.24955451,76.6826923076923,1415.0,7.2555914,889
GLS,ENSG00000115419,Gene Expression,GRCh38,False,2894,1.0432693,0.7145511,42.02724358974359,5208.0,8.558144,2125
STAT1,ENSG00000115415,Gene Expression,GRCh38,False,911,0.21213943,0.19238693,81.75080128205127,1059.0,6.9660244,748
STAT4,ENSG00000138378,Gene Expression,GRCh38,False,122,0.025440706,0.025122477,97.55608974358975,127.0,4.8520303,106
MYO1B,ENSG00000128641,Gene Expression,GRCh38,False,166,0.034455128,0.033874843,96.67467948717949,172.0,5.1532917,133
NABP1,ENSG00000173559,Gene Expression,GRCh38,False,52,0.010817308,0.0107592195,98.95833333333334,54.0,4.0073333,46
CAVIN2,ENSG00000168497,Gene Expression,GRCh38,False,310,0.068108976,0.065889776,93.7900641025641,340.0,5.8318825,250
TMEFF2,ENSG00000144339,Gene Expression,GRCh38,False,824,0.18990384,0.1738725,83.49358974358975,948.0,6.8554087,678
SLC39A10,ENSG00000196950,Gene Expression,GRCh38,False,959,0.24098557,0.21590587,80.78926282051282,1203.0,7.093405,791
DNAH7,ENSG00000118997,Gene Expression,GRCh38,False,35,0.007011218,0.0069867535,99.2988782051282,35.0,3.583519,30
STK17B,ENSG00000081320,Gene Expression,GRCh38,False,703,0.19451122,0.17773709,85.91746794871796,971.0,6.879356,619
HECW2,ENSG00000138411,Gene Expression,GRCh38,False,688,0.1572516,0.14604788,86.21794871794873,785.0,6.666957,556
GTF3C3,ENSG00000119041,Gene Expression,GRCh38,False,611,0.13481571,0.12647027,87.76041666666666,673.0,6.5132303,484
C2orf66,ENSG00000187944,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,14
PGAP1,ENSG00000197121,Gene Expression,GRCh38,False,900,0.20813301,0.1890762,81.97115384615384,1039.0,6.946976,714
ANKRD44,ENSG00000065413,Gene Expression,GRCh38,False,281,0.059895832,0.05817063,94.37099358974359,299.0,5.7037826,217
SF3B1,ENSG00000115524,Gene Expression,GRCh38,False,2841,0.9967949,0.69154334,43.088942307692314,4976.0,8.512583,2039
COQ10B,ENSG00000115520,Gene Expression,GRCh38,False,809,0.19491185,0.17807242,83.79407051282051,973.0,6.881411,702
HSPD1,ENSG00000144381,Gene Expression,GRCh38,False,2319,0.7281651,0.5470602,53.54567307692308,3635.0,8.19864,1807
HSPE1,ENSG00000115541,Gene Expression,GRCh38,False,2908,1.1682693,0.7739293,41.74679487179487,5832.0,8.671287,2232
MOB4,ENSG00000115540,Gene Expression,GRCh38,False,1231,0.31229967,0.27178106,75.34054487179486,1559.0,7.3524413,1031
RFTN2,ENSG00000162944,Gene Expression,GRCh38,False,519,0.118189104,0.1117105,89.60336538461539,590.0,6.381816,467
MARS2,ENSG00000247626,Gene Expression,GRCh38,False,122,0.025040064,0.0247317,97.55608974358975,125.0,4.836282,104
PLCL1,ENSG00000115896,Gene Expression,GRCh38,False,202,0.043269232,0.042359274,95.95352564102564,216.0,5.379897,166
SATB2,ENSG00000119042,Gene Expression,GRCh38,False,29,0.006209936,0.006190734,99.41907051282051,31.0,3.465736,22
FTCDNL1,ENSG00000226124,Gene Expression,GRCh38,False,55,0.011217949,0.0111554945,98.89823717948718,56.0,4.0430512,49
C2orf69,ENSG00000178074,Gene Expression,GRCh38,False,513,0.11177885,0.1059613,89.7235576923077,558.0,6.3261495,433
TYW5,ENSG00000162971,Gene Expression,GRCh38,False,269,0.055889424,0.054383468,94.6113782051282,279.0,5.6347895,212
MAIP1,ENSG00000162972,Gene Expression,GRCh38,False,387,0.082932696,0.07967282,92.24759615384616,414.0,6.0282784,329
SPATS2L,ENSG00000196141,Gene Expression,GRCh38,False,1530,0.4044471,0.33964372,69.35096153846155,2019.0,7.6108527,1251
AC012459.1,ENSG00000287299,Gene Expression,GRCh38,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493,12
KCTD18,ENSG00000155729,Gene Expression,GRCh38,False,281,0.058293268,0.056657486,94.37099358974359,291.0,5.676754,221
SGO2,ENSG00000163535,Gene Expression,GRCh38,False,56,0.011418269,0.011353573,98.87820512820514,57.0,4.060443,47
AOX1,ENSG00000138356,Gene Expression,GRCh38,False,99,0.020633012,0.020423034,98.01682692307693,103.0,4.644391,89
BZW1,ENSG00000082153,Gene Expression,GRCh38,False,1924,0.5673077,0.44935933,61.45833333333333,2832.0,7.9490914,1558
CLK1,ENSG00000013441,Gene Expression,GRCh38,False,2522,0.85176283,0.61613804,49.479166666666664,4252.0,8.35538,1830
PPIL3,ENSG00000240344,Gene Expression,GRCh38,False,630,0.13982372,0.13087362,87.3798076923077,698.0,6.5496507,493
NIF3L1,ENSG00000196290,Gene Expression,GRCh38,False,596,0.13361378,0.12541057,88.06089743589743,667.0,6.504288,497
ORC2,ENSG00000115942,Gene Expression,GRCh38,False,485,0.107171476,0.10180854,90.28445512820514,535.0,6.2841344,388
FAM126B,ENSG00000155744,Gene Expression,GRCh38,False,1518,0.39282852,0.3313366,69.59134615384616,1961.0,7.58172,1164
NDUFB3,ENSG00000119013,Gene Expression,GRCh38,False,3147,1.3423477,0.85115373,36.95913461538461,6701.0,8.810162,2447
CFLAR,ENSG00000003402,Gene Expression,GRCh38,False,1555,0.41045672,0.34391356,68.85016025641026,2049.0,7.625595,1072
CASP10,ENSG00000003400,Gene Expression,GRCh38,False,55,0.011217949,0.0111554945,98.89823717948718,56.0,4.0430512,44
FLACC1,ENSG00000155749,Gene Expression,GRCh38,False,27,0.005408654,0.0053940797,99.45913461538461,27.0,3.3322046,21
TRAK2,ENSG00000115993,Gene Expression,GRCh38,False,1213,0.29226762,0.25639853,75.7011217948718,1459.0,7.286192,946
STRADB,ENSG00000082146,Gene Expression,GRCh38,False,667,0.1474359,0.1375298,86.6386217948718,736.0,6.6025877,535
TMEM237,ENSG00000155755,Gene Expression,GRCh38,False,932,0.21674679,0.19618073,81.3301282051282,1082.0,6.98749,714
MPP4,ENSG00000082126,Gene Expression,GRCh38,False,111,0.022836538,0.022579687,97.7764423076923,114.0,4.744932,80
ALS2,ENSG00000003393,Gene Expression,GRCh38,False,2601,0.88982373,0.63648355,47.89663461538461,4442.0,8.399085,1876
AC069148.1,ENSG00000273209,Gene Expression,GRCh38,False,51,0.010416667,0.010362787,98.97836538461539,52.0,3.9702919,44
FZD7,ENSG00000155760,Gene Expression,GRCh38,False,1283,0.32351762,0.28029305,74.2988782051282,1615.0,7.387709,1020
AC079354.2,ENSG00000231903,Gene Expression,GRCh38,False,37,0.0076121795,0.007583353,99.2588141025641,38.0,3.6635616,33
SUMO1,ENSG00000116030,Gene Expression,GRCh38,False,2496,0.8102965,0.59349066,50.0,4045.0,8.305484,1945
NOP58,ENSG00000055044,Gene Expression,GRCh38,False,1165,0.28345352,0.24955451,76.66266025641025,1415.0,7.2555914,898
AC064836.4,ENSG00000286223,Gene Expression,GRCh38,False,30,0.0060096155,0.00599163,99.39903846153845,30.0,3.4339871,16
AC064836.2,ENSG00000272966,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,12
AC064836.3,ENSG00000273456,Gene Expression,GRCh38,False,108,0.021634616,0.021403909,97.83653846153845,108.0,4.691348,85
BMPR2,ENSG00000204217,Gene Expression,GRCh38,False,1609,0.43810096,0.36332348,67.76842948717949,2187.0,7.690743,1340
FAM117B,ENSG00000138439,Gene Expression,GRCh38,False,461,0.100560896,0.09581996,90.76522435897436,502.0,6.22059,391
ICA1L,ENSG00000163596,Gene Expression,GRCh38,False,1361,0.3377404,0.29098192,72.7363782051282,1686.0,7.430707,999
WDR12,ENSG00000138442,Gene Expression,GRCh38,False,533,0.116185896,0.109917425,89.32291666666666,580.0,6.364751,444
CARF,ENSG00000138380,Gene Expression,GRCh38,False,416,0.08934295,0.08557472,91.66666666666666,446.0,6.1025586,315
NBEAL1,ENSG00000144426,Gene Expression,GRCh38,False,164,0.033653848,0.03309995,96.71474358974359,168.0,5.1298985,138
CYP20A1,ENSG00000119004,Gene Expression,GRCh38,False,69,0.014022436,0.013925031,98.61778846153845,70.0,4.26268,55
ABI2,ENSG00000138443,Gene Expression,GRCh38,False,2359,0.7594151,0.5649814,52.74439102564102,3791.0,8.240649,1855
RAPH1,ENSG00000173166,Gene Expression,GRCh38,False,457,0.1015625,0.09672963,90.84535256410257,507.0,6.2304816,360
PARD3B,ENSG00000116117,Gene Expression,GRCh38,False,49,0.010016026,0.009966198,99.01842948717949,50.0,3.9318256,44
NRP2,ENSG00000118257,Gene Expression,GRCh38,False,55,0.011017628,0.010957376,98.89823717948718,55.0,4.0253515,48
INO80D,ENSG00000114933,Gene Expression,GRCh38,False,729,0.16927083,0.15638033,85.39663461538461,845.0,6.7405195,553
AC007383.2,ENSG00000227946,Gene Expression,GRCh38,False,69,0.013822115,0.013727461,98.61778846153845,69.0,4.248495,57
NDUFS1,ENSG00000023228,Gene Expression,GRCh38,False,2383,0.79407054,0.5844871,52.263621794871796,3964.0,8.285261,1919
EEF1B2,ENSG00000114942,Gene Expression,GRCh38,False,3352,1.6288061,0.9665298,32.85256410256411,8131.0,9.003562,2566
GPR1,ENSG00000183671,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,14
ZDBF2,ENSG00000204186,Gene Expression,GRCh38,False,580,0.13561699,0.1271761,88.38141025641025,677.0,6.5191474,461
ADAM23,ENSG00000114948,Gene Expression,GRCh38,False,1089,0.27283654,0.2412479,78.18509615384616,1362.0,7.2174435,865
MDH1B,ENSG00000138400,Gene Expression,GRCh38,False,171,0.035456732,0.034842618,96.57451923076923,177.0,5.1817837,144
FASTKD2,ENSG00000118246,Gene Expression,GRCh38,False,749,0.17227565,0.15894686,84.99599358974359,860.0,6.7580943,604
AC008269.1,ENSG00000229321,Gene Expression,GRCh38,False,45,0.009014423,0.008974035,99.0985576923077,45.0,3.8286414,35
KLF7,ENSG00000118263,Gene Expression,GRCh38,False,528,0.114583336,0.10848065,89.42307692307693,572.0,6.350886,406
CREB1,ENSG00000118260,Gene Expression,GRCh38,False,798,0.18469551,0.16948579,84.01442307692308,922.0,6.827629,634
METTL21A,ENSG00000144401,Gene Expression,GRCh38,False,413,0.09294872,0.088879295,91.72676282051282,464.0,6.1420374,348
CCNYL1,ENSG00000163249,Gene Expression,GRCh38,False,102,0.020633012,0.020423034,97.95673076923077,103.0,4.644391,83
FZD5,ENSG00000163251,Gene Expression,GRCh38,False,18,0.0036057692,0.003599284,99.63942307692307,18.0,2.944439,16
PLEKHM3,ENSG00000178385,Gene Expression,GRCh38,False,576,0.12680289,0.119384326,88.46153846153845,633.0,6.452049,455
CRYGD,ENSG00000118231,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,13
C2orf80,ENSG00000188674,Gene Expression,GRCh38,False,61,0.012219551,0.012145495,98.77804487179486,61.0,4.1271343,54
IDH1,ENSG00000138413,Gene Expression,GRCh38,False,518,0.114182696,0.10812113,89.62339743589743,570.0,6.347389,437
IDH1-AS1,ENSG00000231908,Gene Expression,GRCh38,False,43,0.008814103,0.008775486,99.1386217948718,44.0,3.8066626,40
PIKFYVE,ENSG00000115020,Gene Expression,GRCh38,False,1126,0.27083334,0.23967285,77.44391025641025,1352.0,7.2100797,874
MAP2,ENSG00000078018,Gene Expression,GRCh38,False,3657,1.7908654,1.0263517,26.74278846153846,8940.0,9.098403,2628
UNC80,ENSG00000144406,Gene Expression,GRCh38,False,2597,0.87259614,0.6273258,47.97676282051282,4356.0,8.3795395,1878
RPE,ENSG00000197713,Gene Expression,GRCh38,False,355,0.07692308,0.074107975,92.8886217948718,384.0,5.9532433,288
KANSL1L,ENSG00000144445,Gene Expression,GRCh38,False,293,0.060496796,0.058737475,94.13060897435898,302.0,5.7137327,247
AC007038.2,ENSG00000272807,Gene Expression,GRCh38,False,336,0.07111378,0.068699025,93.26923076923077,355.0,5.874931,243
AC007038.1,ENSG00000229127,Gene Expression,GRCh38,False,30,0.0060096155,0.00599163,99.39903846153845,30.0,3.4339871,22
ACADL,ENSG00000115361,Gene Expression,GRCh38,False,40,0.008012821,0.007980889,99.19871794871796,40.0,3.713572,36
